local_id	search_term	review	similarity	concept_id	concept_name	occurrence				
CNCAPC	CT Neck thorax abdomen pelvis with	?	0.235208747	3046366	CT Abdomen and Pelvis	970				
CNCAPC	CT Neck thorax abdomen pelvis with	?	0.16905103	3032013	CT Abdomen	970				
CNCAPC	CT Neck thorax abdomen pelvis with	?	0.167949706	3047709	CT Neck	970				
CNCAPC	CT Neck thorax abdomen pelvis with	0	0.144601077	3014964	CT Pelvis	970				
CNCAPC	CT Neck thorax abdomen pelvis with	0	0.11359474	3013540	MR Abdomen	970				
XTOEL	XR Toes Lt	1	0.422649731	3035979	XR Toes Views	918				
XTOEL	XR Toes Lt	0	0.374456758	3049891	XR Toes 2 Views	918				
XTOEL	XR Toes Lt	0	0.172829808	3049612	XR Thumb AP	918				
XTOEL	XR Toes Lt	0	0.154845745	3051845	MR Toe	918				
XTOEL	XR Toes Lt	0	0.125525368	3048011	XR Hip AP	918				
NULL	XR Dental Intra-Oral Periapical	0	NULL	NULL	NULL	901				
IACO1S	Cardiac Angio  Coronary Stent X 1	1	0.306624755	21493435	Coronary stent number	900				
IACO1S	Cardiac Angio  Coronary Stent X 1	0	0.306624755	21491698	Coronary stent length	900				
IACO1S	Cardiac Angio  Coronary Stent X 1	0	0.292893219	21491697	Coronary stent diameter	900				
IACO1S	Cardiac Angio  Coronary Stent X 1	0	0.27452375	21494093	Coronary stent end segment	900				
IACO1S	Cardiac Angio  Coronary Stent X 1	0	0.268916723	21491860	Coronary stent product name	900				
UMAMLN	US Breast Guided Aspiration Lt	0	0.246629196	3011756	US Breast	895				
UMAMLN	US Breast Guided Aspiration Lt	1	0.231293885	3006495	US Breast - left	895				
UMAMLN	US Breast Guided Aspiration Lt	0	0.225403331	3017603	US Breast limited	895				
UMAMLN	US Breast Guided Aspiration Lt	0	0.225403331	3022956	US Breast - right	895				
UMAMLN	US Breast Guided Aspiration Lt	0	0.219810502	3015369	US Breast specimen	895				
XTOER	XR Toes Rt	1	0.422649731	3035979	XR Toes Views	887				
XTOER	XR Toes Rt	0	0.374456758	3049891	XR Toes 2 Views	887				
XTOER	XR Toes Rt	0	0.172829808	3049612	XR Thumb AP	887				
XTOER	XR Toes Rt	0	0.154845745	3051845	MR Toe	887				
XTOER	XR Toes Rt	0	0.125525368	3048011	XR Hip AP	887				
MPELV	MRI Pelvis	1	0.314005659	3021689	MR Pelvis	886				
MPELV	MRI Pelvis	0	0.233035011	3014964	CT Pelvis	886				
MPELV	MRI Pelvis	0	0.233035011	3000777	US Pelvis	886				
MWBOD	MRI Whole body	1	0.434314575	3048738	MR Whole body	866				
MWBOD	MRI Whole body	0	0.367544468	3052262	CT Whole body	866				
MWBOD	MRI Whole body	0	0.367544468	3043261	PT Whole body	866				
MWBOD	MRI Whole body	0	0.318614856	3049402	SPECT Whole body	866				
UAILF	US Doppler Iliac \T\ Femoral	0	0.292893219	3037625	US.doppler Iliac graft	852				
UAILF	US Doppler Iliac \T\ Femoral	1	0.285714286	3044231	US.doppler Iliac artery	852				
UAILF	US Doppler Iliac \T\ Femoral	0	0.278889745	3041178	US.doppler Iliac vessels	852				
NULL	Hysterosalpingogram	0	NULL	NULL	NULL	822				
IASFLP	Angioplasty Superficial Femoral Lt	1	0.189907413	21491859	Angioplasty balloon product name	812				
IASFLP	Angioplasty Superficial Femoral Lt	0	0.116823913	3052506	US Femoral vessels	812				
IASFLP	Angioplasty Superficial Femoral Lt	0	0.114385114	3014314	MRA Femoral vessels	812				
PGENW	PET FDG Whole Body	0	0.305191666	3052262	CT Whole body	807				
PGENW	PET FDG Whole Body	1	0.305191666	3043261	PT Whole body	807				
PGENW	PET FDG Whole Body	0	0.305191666	3048738	MR Whole body	807				
PGENW	PET FDG Whole Body	0	0.271131013	3049402	SPECT Whole body	807				
PGENW	PET FDG Whole Body	0	0.244071054	3031410	NM Whole body Views	807				
MCSPS	MRI Cardiac Stress Perfusion	0	0.16473093	3041029	NM Lung Perfusion	804				
MCSPS	MRI Cardiac Stress Perfusion	0	0.16473093	3020937	CT perfusion Head	804				
MCSPS	MRI Cardiac Stress Perfusion	0	0.144601077	40761361	Cardiac enzymes	804				
MORBB	MRI Orbit Both	1	0.193774225	3047812	MR Orbit	797				
MORBB	MRI Orbit Both	0	0.133974596	3034002	CT Orbit	797				
CPELV	CT Pelvis	1	1	3014964	CT Pelvis	795				
CPELV	CT Pelvis	0	0.477767032	36303899	CT Pelvis bones	795				
CPELV	CT Pelvis	0	0.292893219	3021689	MR Pelvis	795				
CPELV	CT Pelvis	0	0.292893219	3000777	US Pelvis	795				
CPELV	CT Pelvis	0	0.167949706	3047946	CT Hip	795				
XWRIB	XR Wrists	0	0.528595479	3048120	XR Wrist PA	795				
XWRIB	XR Wrists	1	0.422649731	3025667	XR Wrist Views	795				
XWRIB	XR Wrists	0	0.316869949	3017838	MR Wrist	795				
XWRIB	XR Wrists	0	0.225403331	3047547	CT Wrist	795				
XWRIB	XR Wrists	0	0.225403331	3006679	US Wrist	795				
XANKB	XR Ankles	0	0.528595479	3047457	XR Ankle AP	789				
XANKB	XR Ankles	1	0.422649731	3004662	XR Ankle Views	789				
XANKB	XR Ankles	0	0.374456758	3047629	XR Ankle 3 Views	789				
XANKB	XR Ankles	0	0.374456758	3017815	XR Ankle 2 Views	789				
XANKB	XR Ankles	0	0.316869949	3026800	MR Ankle	789				
XLCEP	XR Cephalometry Lateral	0	0.228900399	3041341	XR Chest Lateral	789				
XLCEP	XR Cephalometry Lateral	0	0.207175033	3052484	XR Hip Lateral	789				
XLCEP	XR Cephalometry Lateral	0	0.200694746	3041020	XR Ribs Lateral	789				
XLCEP	XR Cephalometry Lateral	0	0.200694746	3051855	XR Knee Lateral	789				
XLCEP	XR Cephalometry Lateral	0	0.200694746	3050277	XR Hand Lateral	789				
CACDB	CT Angiogram Aortic Arch and Caroti	0	0.196362437	3050289	MRA Aortic arch	745				
CACDB	CT Angiogram Aortic Arch and Caroti	0	0.102850041	3051515	CT Ankle	745				
UNECKN	US Guided Aspiration Neck	1	0.124404964	3004062	US Neck	742				
UNECKN	US Guided Aspiration Neck	0	0.10197349	3003845	US Groin	742				
USKUH	US Skull	0	0.225403331	3015176	US Spleen	740				
USKUH	US Skull	0	0.183503419	3008991	US Hip	740				
USKUH	US Skull	1	0.167949706	3004479	US Head	740				
USKUH	US Skull	0	0.167949706	3006984	US Anus	740				
USKUH	US Skull	0	0.167949706	3004062	US Neck	740				
UMAMRN	US Breast Guided Aspiration  Rt	0	0.23911409	3011756	US Breast	736				
UMAMRN	US Breast Guided Aspiration  Rt	0	0.225403331	3006495	US Breast - left	736				
UMAMRN	US Breast Guided Aspiration  Rt	0	0.219810502	3017603	US Breast limited	736				
UMAMRN	US Breast Guided Aspiration  Rt	1	0.219810502	3022956	US Breast - right	736				
UMAMRN	US Breast Guided Aspiration  Rt	0	0.214492981	3015369	US Breast specimen	736				
ULLAB	US Doppler lower limb arteries Both	1	0.18759616	3040895	US.doppler Artery	733				
ULLAB	US Doppler lower limb arteries Both	0	0.143651161	3035690	MR Lower leg	733				
ULLAB	US Doppler lower limb arteries Both	0	0.118082896	3047495	CT Lower leg	733				
ULLAB	US Doppler lower limb arteries Both	0	0.11359474	3048449	US Artery	733				
XFBD	XR Foreign body demonstration	0	0.114684359	3050473	XR Foot AP	733				
XFBD	XR Foreign body demonstration	0	0.105572809	3021549	XR Foot Views	733				
FGEN	Fluoroscopy	0	0.442913985	21494245	Fluoroscopy duration	730				
FGEN	Fluoroscopy	0	0.30201756	21494246	Fluoroscopy [Energy/mass] dose	730				
FGEN	Fluoroscopy	0	0.124404964	3051471	MR spectroscopy Brain	730				
CTSPN	CT Spine Thoracic	1	0.387627564	3018269	CT Thoracic spine	723				
CTSPN	CT Spine Thoracic	0	0.303067948	3015312	XR Thoracic spine AP	723				
CTSPN	CT Spine Thoracic	0	0.292893219	3014004	MR Thoracic spine	723				
CTSPN	CT Spine Thoracic	0	0.292893219	42869395	US Thoracic spine	723				
CTSPN	CT Spine Thoracic	0	0.183503419	3006580	CT Spleen	723				
IPACEI	Cardiac Permanent Pacemaker Inserti	1	0.54209453	40761372	Permanent pacemaker insertion	723				
IPACEI	Cardiac Permanent Pacemaker Inserti	0	0.46345663	40761373	Year permanent pacemaker inserted	723				
IPACEI	Cardiac Permanent Pacemaker Inserti	0	0.158374588	40761361	Cardiac enzymes	723				
IPACEI	Cardiac Permanent Pacemaker Inserti	0	0.139337034	40770120	Cardiac arrest NEMSIS	723				
MMAMBC	MRI Breast with contrast Both	0	0.307781345	3050207	MR Breast WO contrast	700				
MMAMBC	MRI Breast with contrast Both	1	0.307179677	3050819	MR Breast W contrast IV	700				
MMAMBC	MRI Breast with contrast Both	0	0.262531594	3050517	MR Breast WO and W contrast IV	700				
MMAMBC	MRI Breast with contrast Both	0	0.133974596	3018779	MR Breast	700				
MMAMBC	MRI Breast with contrast Both	0	0.102472532	3011756	US Breast	700				
IASFRP	Angioplasty Superficial Femoral Rt	1	0.189907413	21491859	Angioplasty balloon product name	697				
IASFRP	Angioplasty Superficial Femoral Rt	0	0.116823913	3052506	US Femoral vessels	697				
IASFRP	Angioplasty Superficial Femoral Rt	0	0.114385114	3014314	MRA Femoral vessels	697				
XLSSJ	XR Lumbar Spine and S.I. Joints	0	0.435067317	3009561	XR Lumbar spine AP	697				
XLSSJ	XR Lumbar Spine and S.I. Joints	1	0.367544468	3034396	XR Lumbar spine Views	697				
XLSSJ	XR Lumbar Spine and S.I. Joints	0	0.349556364	3037425	XR Lumbar spine 3 Views	697				
XLSSJ	XR Lumbar Spine and S.I. Joints	0	0.349556364	3006294	XR Lumbar spine 5 Views	697				
XLSSJ	XR Lumbar Spine and S.I. Joints	0	0.292893219	3012445	MR Lumbar spine	697				
USHRR	US Shoulder Rt	0	0.638842441	3016633	US Shoulder	689				
USHRR	US Shoulder Rt	0	0.483602221	3013984	US Shoulder - left	689				
USHRR	US Shoulder Rt	1	0.461184094	3017774	US Shoulder - right	689				
USHRR	US Shoulder Rt	0	0.336675042	3050863	XR Shoulder Y	689				
USHRR	US Shoulder Rt	0	0.308435925	3015824	MR Shoulder	689				
XORBB	XR Orbits	1	0.422649731	3049563	XR Orbit Views	675				
XORBB	XR Orbits	0	0.316869949	3047812	MR Orbit	675				
XORBB	XR Orbits	0	0.225403331	3034002	CT Orbit	675				
XORBB	XR Orbits	0	0.133974596	3048011	XR Hip AP	675				
XORBB	XR Orbits	0	0.125525368	3050278	XR Knee AP	675				
UMULT	US Multiple Pregnancy	1	0.597306367	3045823	Multiple pregnancy	673				
UMULT	US Multiple Pregnancy	0	0.207175033	42528957	Pregnancy status	673				
FWASW	Water Soluble Contrast Swallow	1	0.356349696	3008355	RF Colon Views W water soluble contrast PR	664				
FWASW	Water Soluble Contrast Swallow	0	0.146087436	3047594	MR Hip W contrast IV	664				
FWASW	Water Soluble Contrast Swallow	0	0.146087436	3047991	CT Hip W contrast IV	664				
FWASW	Water Soluble Contrast Swallow	0	0.127721624	3048710	CT Hip WO contrast	664				
FWASW	Water Soluble Contrast Swallow	0	0.127721624	3001239	MR Hip WO contrast	664				
XFINR	XR Fingers Rt	1	0.379826327	3009895	XR Finger Views	664				
XFINR	XR Fingers Rt	0	0.345346329	3052078	XR Finger 2 Views	664				
XFINR	XR Fingers Rt	0	0.345346329	3050508	XR Finger 3 Views	664				
XFINR	XR Fingers Rt	0	0.330465937	3050194	XR Finger fifth AP	664				
XFINR	XR Fingers Rt	0	0.292893219	3028584	MR Finger	664				
UGRAF	US Graft Surveillance	0	0.161129507	3003845	US Groin	651				
XTHLU	XR Thoraco-Lumbar Spine	1	0.395529475	3040484	XR Thoracic and lumbar spine AP	650				
XTHLU	XR Thoraco-Lumbar Spine	0	0.32063378	3009561	XR Lumbar spine AP	650				
XTHLU	XR Thoraco-Lumbar Spine	0	0.273516843	40771912	US Lumbar spine	650				
XTHLU	XR Thoraco-Lumbar Spine	0	0.273516843	3012445	MR Lumbar spine	650				
XTHLU	XR Thoraco-Lumbar Spine	0	0.273516843	3023673	CT Lumbar spine	650				
UTHYDN	US Guided aspiration thyroid	1	0.16905103	3001462	US Thyroid gland	646				
MLIVE	MRI Liver/Spleen	?	0.174277176	3050260	MR Liver	645				
MLIVE	MRI Liver/Spleen	?	0.165942344	3052731	MR Spleen	645				
MLIVE	MRI Liver/Spleen	0	0.120950927	3034506	CT Liver	645				
MLIVE	MRI Liver/Spleen	0	0.120950927	3001979	US Liver	645				
MLIVE	MRI Liver/Spleen	0	0.115348263	3006580	CT Spleen	645				
MABDO	MRI Abdomen	1	0.351114315	3013540	MR Abdomen	629				
MABDO	MRI Abdomen	0	0.27452375	3014650	US Abdomen	629				
MABDO	MRI Abdomen	0	0.27452375	3032013	CT Abdomen	629				
MABDO	MRI Abdomen	0	0.231293885	3001757	XR Abdomen AP	629				
UKNEL	US Knee Lt	0	0.154845745	3008991	US Hip	615				
UKNEL	US Knee Lt	0	0.143651161	3005648	MR Knee	615				
UKNEL	US Knee Lt	0	0.143651161	3006984	US Anus	615				
UKNEL	US Knee Lt	0	0.143651161	3004479	US Head	615				
UKNEL	US Knee Lt	0	0.143651161	3004062	US Neck	615				
NULL	MRI Neck With Gadolinium	0	NULL	NULL	NULL	612				
MHIPR	MRI Hip Rt	1	0.11359474	3047762	MR Hip	603				
XFINL	XR Fingers Lt	1	0.379826327	3009895	XR Finger Views	603				
XFINL	XR Fingers Lt	0	0.345346329	3052078	XR Finger 2 Views	603				
XFINL	XR Fingers Lt	0	0.345346329	3050508	XR Finger 3 Views	603				
XFINL	XR Fingers Lt	0	0.330465937	3050815	XR Finger third AP	603				
XFINL	XR Fingers Lt	0	0.292893219	3028584	MR Finger	603				
UKNER	US Knee Rt	0	0.195600333	3050272	US Kidney	601				
UKNER	US Knee Rt	0	0.154845745	3008991	US Hip	601				
UKNER	US Knee Rt	0	0.143651161	3006984	US Anus	601				
UKNER	US Knee Rt	0	0.143651161	3048029	CT Knee	601				
UKNER	US Knee Rt	0	0.143651161	3042635	US Vein	601				
CALLB	CT Angiogram Lower Limbs	1	0.214094752	3047495	CT Lower leg	591				
CALLB	CT Angiogram Lower Limbs	0	0.143651161	3051515	CT Ankle	591				
MLIVHC	MRI Liver with hepatobiliary contra	0	0.187363945	3019892	MR Liver WO contrast	586				
MLIVHC	MRI Liver with hepatobiliary contra	0	0.164468308	3004643	CT Liver WO contrast	586				
MSMBO	MRI Small bowel study	0	0.25998713	3000584	Small bowel Diameter US	585				
UAOTD	US Doppler aorta	1	0.234358507	3038373	US.doppler Vein	578				
UAOTD	US Doppler aorta	0	0.105572809	3008991	US Hip	578				
UAOTD	US Doppler aorta	0	0.100264589	3004479	US Head	578				
UAOTD	US Doppler aorta	0	0.100264589	3006984	US Anus	578				
UAOTD	US Doppler aorta	0	0.100264589	3004062	US Neck	578				
USGPA	US Salivary Glands (Parotid)	1	0.494219461	40771819	US Salivary gland	570				
USGPA	US Salivary Glands (Parotid)	0	0.335274143	3051115	MR Salivary gland	570				
USGPA	US Salivary Glands (Parotid)	0	0.285714286	3041729	XR Salivary gland Views	570				
USGPA	US Salivary Glands (Parotid)	0	0.285714286	3041206	NM Salivary gland Views	570				
USGPA	US Salivary Glands (Parotid)	0	0.213204208	3050217	US Parotid gland	570				
USHRL	US Shoulder Lt	0	0.638842441	3016633	US Shoulder	567				
USHRL	US Shoulder Lt	1	0.483602221	3013984	US Shoulder - left	567				
USHRL	US Shoulder Lt	0	0.461184094	3017774	US Shoulder - right	567				
USHRL	US Shoulder Lt	0	0.336675042	3050863	XR Shoulder Y	567				
USHRL	US Shoulder Lt	0	0.308435925	3015824	MR Shoulder	567				
CAICN	CT Angiogram Intracranial	0	0.138643231	3051515	CT Ankle	551				
ZRXTI	Review of External Images	0	0.156725957	42869885	Eye external Narrative	545				
ZRXTI	Review of External Images	0	0.147197135	40767307	Review status [PhenX]	545				
MORBS	MRI Orbits	1	0.25	3047812	MR Orbit	542				
MORBS	MRI Orbits	0	0.170843802	3034002	CT Orbit	542				
XSKUH	XR Skull	0	0.579915975	40771790	XR Skull AP	542				
XSKUH	XR Skull	0	0.579915975	40771791	XR Skull PA	542				
XSKUH	XR Skull	1	0.452277442	3018228	XR Skull Views	542				
XSKUH	XR Skull	0	0.452277442	3047870	XR Skull Towne	542				
XSKUH	XR Skull	0	0.422649731	3007959	XR Skull Waters	542				
CNCPC	CT Neck/Thorax/Abdo/Pelvis With Con	?	0.163339973	3047709	CT Neck	539				
CNCPC	CT Neck/Thorax/Abdo/Pelvis With Con	?	0.11359474	3014964	CT Pelvis	539				
XFBOB	XR Orbit foreign body demonstration	1	0.315346803	3046944	XR Orbit Views for foreign body	533				
XFBOB	XR Orbit foreign body demonstration	0	0.2781089	3037928	XR Orbit - left Views for foreign body	533				
XFBOB	XR Orbit foreign body demonstration	0	0.187858099	3049563	XR Orbit Views	533				
XFBOB	XR Orbit foreign body demonstration	0	0.102850041	3047812	MR Orbit	533				
NDMSA	NM Renal DMSA	1	0.282259437	3047081	NM Renal vessels Views	517				
NDMSA	NM Renal DMSA	0	0.167949706	40771815	US Renal artery	517				
NDMSA	NM Renal DMSA	0	0.161129507	40771816	US Renal vessels	517				
NDMSA	NM Renal DMSA	0	0.151471863	3049632	MRA Renal vein	517				
CPTRS	CT Petrous bones	0	0.305191666	36303899	CT Pelvis bones	508				
CPTRS	CT Petrous bones	0	0.192427147	3014964	CT Pelvis	508				
CPTRS	CT Petrous bones	0	0.183503419	3043520	CT Bone	508				
CPTRS	CT Petrous bones	0	0.105572809	3047946	CT Hip	508				
CPTRS	CT Petrous bones	0	0.100264589	3047793	CT Foot	508				
IACO2S	Cardiac Angio  Coronary Stent X 2	1	0.306624755	21493435	Coronary stent number	508				
IACO2S	Cardiac Angio  Coronary Stent X 2	0	0.306624755	21491698	Coronary stent length	508				
IACO2S	Cardiac Angio  Coronary Stent X 2	0	0.292893219	21491697	Coronary stent diameter	508				
IACO2S	Cardiac Angio  Coronary Stent X 2	0	0.27452375	21494093	Coronary stent end segment	508				
IACO2S	Cardiac Angio  Coronary Stent X 2	0	0.268916723	21491860	Coronary stent product name	508				
NSEBS	NM Radionuclide SeHCAT bile study	0	0.239654684	3040095	NM Rectum Views W radionuclide PO	508				
IAILLP	Angioplasty Iliac Left	1	0.240445475	21491859	Angioplasty balloon product name	502				
USAG	US Salivary gland	1	1	40771819	US Salivary gland	499				
USAG	US Salivary gland	0	0.5	3051115	MR Salivary gland	499				
USAG	US Salivary gland	0	0.393023021	3041206	NM Salivary gland Views	499				
USAG	US Salivary gland	0	0.393023021	3041729	XR Salivary gland Views	499				
USAG	US Salivary gland	0	0.183503419	3047852	US Sacrum	499				
XSHOB	XR Shoulders	0	0.638842441	3050863	XR Shoulder Y	499				
XSHOB	XR Shoulders	0	0.59175171	3052740	XR Shoulder AP	499				
XSHOB	XR Shoulders	1	0.490824923	3007342	XR Shoulder Views	499				
XSHOB	XR Shoulders	0	0.490824923	3047842	XR Shoulder Garth	499				
XSHOB	XR Shoulders	0	0.422649731	3015824	MR Shoulder	499				
CNECKC	CT Neck with contrast	0	0.461972413	3047436	CT Neck WO contrast	497				
CNECKC	CT Neck with contrast	1	0.429912287	3050247	CT Neck W contrast IV	497				
CNECKC	CT Neck with contrast	0	0.347671927	3024625	CT Neck WO and W contrast IV	497				
CNECKC	CT Neck with contrast	0	0.292893219	3027445	MR Neck WO contrast	497				
CNECKC	CT Neck with contrast	0	0.266200614	3047709	CT Neck	497				
FLOLR	Fluoroscopy Lower Limb Rt	0	0.301163758	21494245	Fluoroscopy duration	496				
FLOLR	Fluoroscopy Lower Limb Rt	0	0.235208747	21494246	Fluoroscopy [Energy/mass] dose	496				
FLOLR	Fluoroscopy Lower Limb Rt	0	0.138108393	3035690	MR Lower leg	496				
FLOLR	Fluoroscopy Lower Limb Rt	1	0.138108393	3047495	CT Lower leg	496				
XNEST	XR Neck Soft Tissue	0	0.367544468	21493932	US Head and neck soft tissue	488				
XNEST	XR Neck Soft Tissue	0	0.306111334	3031125	XR Neck AP	488				
XNEST	XR Neck Soft Tissue	1	0.269703257	3048196	XR Neck Views	488				
XNEST	XR Neck Soft Tissue	0	0.25	3006929	XR Neck Lateral	488				
XNEST	XR Neck Soft Tissue	0	0.133974596	3026809	MR Neck	488				
FLOLL	Fluoroscopy Lower Limb Lt	0	0.301163758	21494245	Fluoroscopy duration	486				
FLOLL	Fluoroscopy Lower Limb Lt	0	0.235208747	21494246	Fluoroscopy [Energy/mass] dose	486				
FLOLL	Fluoroscopy Lower Limb Lt	0	0.138108393	3035690	MR Lower leg	486				
FLOLL	Fluoroscopy Lower Limb Lt	1	0.138108393	3047495	CT Lower leg	486				
CHIPB	CT Hips	1	0.698488655	3047946	CT Hip	481				
CHIPB	CT Hips	0	0.333333333	3052759	CT Hip - left	481				
CHIPB	CT Hips	0	0.292893219	3048324	CT Hand	481				
CHIPB	CT Hips	0	0.292893219	3004287	CT Head	481				
CHIPB	CT Hips	0	0.266200614	40761838	CT Heart	481				
MMAMB	MRI Breasts	1	0.292893219	3018779	MR Breast	479				
MMAMB	MRI Breasts	0	0.21826404	3011756	US Breast	479				
MMAMB	MRI Breasts	0	0.183503419	3040726	SPECT Breast	479				
NULL	Angioplasty Iliac Right	0	NULL	NULL	NULL	478				
UOBRT	US Obstetric Routine	0	0.221501056	36304866	Obstetrics Note	470				
UOBRT	US Obstetric Routine	0	0.122941981	40771909	US Ovary	470				
USKUN	US neo-natal head	0	0.202275965	3004062	US Neck	470				
USKUN	US neo-natal head	1	0.174277176	3004479	US Head	470				
USKUN	US neo-natal head	0	0.115348263	3033702	US Heart	470				
USKUN	US neo-natal head	0	0.100264589	3008991	US Hip	470				
UFOOL	US Foot Lt	0	0.154845745	3008991	US Hip	467				
UFOOL	US Foot Lt	0	0.143651161	3010431	MR Foot	467				
UFOOL	US Foot Lt	0	0.143651161	3004479	US Head	467				
UFOOL	US Foot Lt	0	0.143651161	3006984	US Anus	467				
UFOOL	US Foot Lt	0	0.143651161	3004062	US Neck	467				
MPLVPC	MRI Pelvis and Prostate with Contra	0	0.244071054	3047951	MR Prostate WO contrast	465				
MPLVPC	MRI Pelvis and Prostate with Contra	0	0.212599213	3021567	MR Pelvis and Hip	465				
MPLVPC	MRI Pelvis and Prostate with Contra	1	0.16062794	3020781	MR Prostate	465				
MPLVPC	MRI Pelvis and Prostate with Contra	0	0.133974596	3051144	CT Prostate	465				
MPLVPC	MRI Pelvis and Prostate with Contra	0	0.11359474	3021689	MR Pelvis	465				
MHIPL	MRI Hip Lt	1	0.11359474	3047762	MR Hip	460				
UFOOR	US Foot Rt	0	0.154845745	3008991	US Hip	459				
UFOOR	US Foot Rt	0	0.143651161	3010431	MR Foot	459				
UFOOR	US Foot Rt	0	0.143651161	3006984	US Anus	459				
UFOOR	US Foot Rt	0	0.143651161	3004479	US Head	459				
UFOOR	US Foot Rt	0	0.143651161	3004062	US Neck	459				
MSBOW	MRI Small Bowel Study	0	0.25998713	3000584	Small bowel Diameter US	454				
MPESTC	MRI Pelvis Prostate with Contrast	0	0.306111334	3047951	MR Prostate WO contrast	451				
MPESTC	MRI Pelvis Prostate with Contrast	1	0.292893219	3047494	MR Prostate W contrast IV	451				
MPESTC	MRI Pelvis Prostate with Contrast	0	0.240445475	3010408	MR Pelvis WO contrast	451				
MPESTC	MRI Pelvis Prostate with Contrast	0	0.16905103	3020781	MR Prostate	451				
MPESTC	MRI Pelvis Prostate with Contrast	0	0.119659157	3021689	MR Pelvis	451				
XSKUB	XR Skull	0	0.579915975	40771791	XR Skull PA	443				
XSKUB	XR Skull	0	0.579915975	40771790	XR Skull AP	443				
XSKUB	XR Skull	1	0.452277442	3018228	XR Skull Views	443				
XSKUB	XR Skull	0	0.452277442	3047870	XR Skull Towne	443				
XSKUB	XR Skull	0	0.422649731	3007959	XR Skull Waters	443				
UMAWL	US Breast Wire Localisation Lt	0	0.246629196	3011756	US Breast	442				
UMAWL	US Breast Wire Localisation Lt	1	0.231293885	3006495	US Breast - left	442				
UMAWL	US Breast Wire Localisation Lt	0	0.225403331	3017603	US Breast limited	442				
UMAWL	US Breast Wire Localisation Lt	0	0.225403331	3022956	US Breast - right	442				
UMAWL	US Breast Wire Localisation Lt	0	0.219810502	3015369	US Breast specimen	442				
CHNTPC	CT Head neck thorax Abdo and pelvis	?	0.230199641	3046366	CT Abdomen and Pelvis	439				
CHNTPC	CT Head neck thorax Abdo and pelvis	0	0.163339973	3004287	CT Head	439				
CHNTPC	CT Head neck thorax Abdo and pelvis	0	0.140875307	3014964	CT Pelvis	439				
CHNTPC	CT Head neck thorax Abdo and pelvis	0	0.130461294	40761838	CT Heart	439				
USHLR	US Shoulder Rt	0	0.638842441	3016633	US Shoulder	439				
USHLR	US Shoulder Rt	0	0.483602221	3013984	US Shoulder - left	439				
USHLR	US Shoulder Rt	1	0.461184094	3017774	US Shoulder - right	439				
USHLR	US Shoulder Rt	0	0.336675042	3050863	XR Shoulder Y	439				
USHLR	US Shoulder Rt	0	0.308435925	3015824	MR Shoulder	439				
CNECK	CT Neck	1	1	3047709	CT Neck	438				
CNECK	CT Neck	0	0.202275965	3047946	CT Hip	438				
CNECK	CT Neck	0	0.183503419	3048029	CT Knee	438				
CNECK	CT Neck	0	0.183503419	3047793	CT Foot	438				
CNECK	CT Neck	0	0.183503419	3048324	CT Hand	438				
UALLL	US Doppler femoropopliteal artery L	0	0.232350526	3038955	US.doppler Renal artery	428				
UALLL	US Doppler femoropopliteal artery L	0	0.212599213	3040895	US.doppler Artery	428				
UALLL	US Doppler femoropopliteal artery L	1	0.183503419	3000229	US Popliteal space	428				
UALLL	US Doppler femoropopliteal artery L	0	0.170843802	40771815	US Renal artery	428				
UALLL	US Doppler femoropopliteal artery L	0	0.140875307	3048449	US Artery	428				
NULL	Barium Follow through	0	NULL	NULL	NULL	424				
XSTRM	XR Sternum	1	0.5	3007086	XR Sternum Views	424				
XSTRM	XR Sternum	0	0.445299804	3051507	XR Sternum 2 Views	424				
XSTRM	XR Sternum	0	0.422649731	3052784	MR Sternum	424				
XSTRM	XR Sternum	0	0.384118238	42529553	XR Sternum GE 2 Views	424				
XSTRM	XR Sternum	0	0.333333333	3049275	CT Sternum	424				
MAICA	MRA Head	0	0.552786405	3049978	MRA Heart	423				
MAICA	MRA Head	0	0.452277442	3017107	MRA Head veins	423				
MAICA	MRA Head	1	0.396977311	3015648	MRA Head vessels	423				
MAICA	MRA Head	0	0.225403331	3048036	MRA Veins	423				
UALLR	US Doppler femoropopliteal artery R	0	0.232350526	3038955	US.doppler Renal artery	420				
UALLR	US Doppler femoropopliteal artery R	0	0.212599213	3040895	US.doppler Artery	420				
UALLR	US Doppler femoropopliteal artery R	1	0.183503419	3000229	US Popliteal space	420				
UALLR	US Doppler femoropopliteal artery R	0	0.170843802	40771815	US Renal artery	420				
UALLR	US Doppler femoropopliteal artery R	0	0.140875307	3048449	US Artery	420				
MSIJB	MRI Pelvis SIJ Both	1	0.202275965	3047388	MRA Pelvis veins	419				
MSIJB	MRI Pelvis SIJ Both	0	0.19139246	3021689	MR Pelvis	419				
MSIJB	MRI Pelvis SIJ Both	0	0.169545201	3049253	XR Pelvis AP	419				
MSIJB	MRI Pelvis SIJ Both	0	0.145149586	3000777	US Pelvis	419				
MSIJB	MRI Pelvis SIJ Both	0	0.145149586	3014964	CT Pelvis	419				
NULL	XR Dental Intra-Oral Upper Occlusal	0	NULL	NULL	NULL	418				
IAASGS	Stent Graft Abdominal Aorta	0	0.390005719	3050490	CT Abdominal Aorta	409				
IAASGS	Stent Graft Abdominal Aorta	0	0.353003361	3051842	MR Abdominal Aorta	409				
